sub_id,ses_id
sub-A00056022,ses-FLU2
sub-A00056022,ses-TRT
sub-A00056097,ses-BAS1
sub-A00056098,ses-BAS1
sub-A00056098,ses-BAS2
sub-A00056099,ses-BAS2
sub-A00056099,ses-FLU1
sub-A00056138,ses-BAS1
sub-A00056138,ses-FLU1
sub-A00056138,ses-TRT
sub-A00056164,ses-BAS1
sub-A00056198,ses-BAS1
sub-A00056198,ses-FLU1
sub-A00056198,ses-FLU2
sub-A00056198,ses-TRT
sub-A00056295,ses-FLU1
sub-A00056295,ses-FLU2
sub-A00056295,ses-TRT
sub-A00056306,ses-BAS1
sub-A00056307,ses-BAS1
sub-A00056307,ses-FLU1
sub-A00056307,ses-FLU2
sub-A00056307,ses-TRT
sub-A00056372,ses-BAS1
sub-A00056419,ses-BAS1
sub-A00056419,ses-FLU2
sub-A00056419,ses-TRT
sub-A00056420,ses-BAS1
sub-A00056420,ses-FLU1
sub-A00056420,ses-FLU2
sub-A00056420,ses-TRT
sub-A00056452,ses-BAS1
sub-A00056452,ses-BAS2
sub-A00056453,ses-BAS1
sub-A00056470,ses-BAS1
sub-A00056470,ses-TRT
sub-A00056489,ses-BAS1
sub-A00056556,ses-BAS1
sub-A00056605,ses-BAS1
sub-A00056605,ses-FLU1
sub-A00056605,ses-FLU2
sub-A00056605,ses-TRT
sub-A00056627,ses-BAS1
sub-A00056628,ses-BAS1
sub-A00056679,ses-BAS1
sub-A00056679,ses-FLU1
sub-A00056679,ses-FLU2
sub-A00056679,ses-TRT
sub-A00056703,ses-BAS1
sub-A00056746,ses-BAS1
sub-A00056746,ses-FLU2
sub-A00056746,ses-TRT
sub-A00056830,ses-BAS1
sub-A00056830,ses-FLU2
sub-A00056898,ses-BAS1
sub-A00056919,ses-BAS1
sub-A00056920,ses-BAS1
sub-A00056920,ses-TRT
sub-A00056949,ses-BAS1
sub-A00057005,ses-BAS1
sub-A00057035,ses-BAS1
sub-A00057076,ses-BAS1
sub-A00057076,ses-FLU1
sub-A00057076,ses-FLU2
sub-A00057076,ses-TRT
sub-A00057182,ses-BAS1
sub-A00057183,ses-BAS1
sub-A00057203,ses-BAS1
sub-A00057235,ses-BAS1
sub-A00057372,ses-BAS1
sub-A00057405,ses-BAS1
sub-A00057405,ses-FLU1
sub-A00057405,ses-FLU2
sub-A00057405,ses-TRT
sub-A00057406,ses-BAS1
sub-A00057444,ses-BAS1
sub-A00057445,ses-BAS1
sub-A00057445,ses-BAS2
sub-A00057445,ses-FLU1
sub-A00057445,ses-FLU2
sub-A00057480,ses-BAS1
sub-A00057480,ses-FLU1
sub-A00057480,ses-FLU2
sub-A00057480,ses-TRT
sub-A00057725,ses-BAS1
sub-A00057725,ses-FLU1
sub-A00057725,ses-FLU2
sub-A00057725,ses-TRT
sub-A00057726,ses-FLU2
sub-A00057726,ses-TRT
sub-A00057786,ses-BAS1
sub-A00057808,ses-BAS1
sub-A00057809,ses-BAS1
sub-A00057809,ses-FLU1
sub-A00057809,ses-FLU2
sub-A00057809,ses-TRT
sub-A00057862,ses-BAS1
sub-A00057862,ses-FLU1
sub-A00057862,ses-FLU2
sub-A00057862,ses-TRT
sub-A00057863,ses-BAS1
sub-A00057863,ses-FLU2
sub-A00057863,ses-TRT
sub-A00057965,ses-BAS1
sub-A00057967,ses-BAS1
sub-A00058004,ses-BAS1
sub-A00058004,ses-FLU1
sub-A00058004,ses-FLU2
sub-A00058004,ses-TRT
sub-A00058053,ses-BAS1
sub-A00058053,ses-FLU1
sub-A00058053,ses-TRT
sub-A00058060,ses-BAS1
sub-A00058060,ses-TRT
sub-A00058061,ses-BAS1
sub-A00058061,ses-TRT
sub-A00058130,ses-BAS1
sub-A00058145,ses-BAS1
sub-A00058214,ses-BAS1
sub-A00058215,ses-BAS1
sub-A00058215,ses-FLU1
sub-A00058215,ses-FLU2
sub-A00058215,ses-TRT
sub-A00058229,ses-BAS1
sub-A00058229,ses-FLU1
sub-A00058229,ses-FLU2
sub-A00058229,ses-TRT
sub-A00058318,ses-BAS1
sub-A00058436,ses-BAS1
sub-A00058503,ses-BAS1
sub-A00058503,ses-BAS2
sub-A00058503,ses-FLU1
sub-A00058503,ses-FLU2
sub-A00058515,ses-BAS1
sub-A00058516,ses-BAS1
sub-A00058516,ses-TRT
sub-A00058537,ses-BAS1
sub-A00058537,ses-FLU2
sub-A00058552,ses-BAS1
sub-A00058570,ses-BAS1
sub-A00058570,ses-FLU1
sub-A00058621,ses-BAS1
sub-A00058644,ses-BAS1
sub-A00058667,ses-BAS1
sub-A00058685,ses-BAS1
sub-A00058685,ses-FLU2
sub-A00058951,ses-BAS1
sub-A00058952,ses-BAS1
sub-A00058952,ses-BAS2
sub-A00058952,ses-FLU1
sub-A00058998,ses-BAS1
sub-A00058999,ses-BAS1
sub-A00059074,ses-BAS1
sub-A00059107,ses-BAS1
sub-A00059109,ses-BAS1
sub-A00059325,ses-BAS1
sub-A00059325,ses-FLU1
sub-A00059325,ses-TRT
sub-A00059326,ses-BAS1
sub-A00059326,ses-FLU1
sub-A00059326,ses-FLU2
sub-A00059327,ses-BAS1
sub-A00059327,ses-FLU1
sub-A00059327,ses-FLU2
sub-A00059327,ses-TRT
sub-A00059344,ses-BAS1
sub-A00059344,ses-BAS2
sub-A00059344,ses-FLU1
sub-A00059344,ses-FLU2
sub-A00059346,ses-BAS1
sub-A00059361,ses-BAS1
sub-A00059361,ses-BAS2
sub-A00059361,ses-FLU1
sub-A00059361,ses-FLU2
sub-A00059361,ses-FLU3
sub-A00059427,ses-BAS1
sub-A00059428,ses-BAS1
sub-A00059527,ses-BAS1
sub-A00059662,ses-BAS1
sub-A00059663,ses-BAS1
sub-A00059664,ses-BAS1
sub-A00059733,ses-BAS1
sub-A00059733,ses-FLU1
sub-A00059734,ses-BAS1
sub-A00059756,ses-BAS1
sub-A00059845,ses-BAS1
sub-A00059865,ses-BAS1
sub-A00059865,ses-FLU1
sub-A00059865,ses-FLU2
sub-A00059865,ses-TRT
sub-A00059875,ses-BAS1
sub-A00059911,ses-BAS1
sub-A00059935,ses-BAS1
sub-A00059990,ses-BAS1
sub-A00060005,ses-BAS1
sub-A00060006,ses-BAS1
sub-A00060093,ses-BAS1
sub-A00060099,ses-BAS1
sub-A00060099,ses-FLU1
sub-A00060099,ses-FLU2
sub-A00060099,ses-TRT
sub-A00060100,ses-BAS1
sub-A00060100,ses-FLU1
sub-A00060100,ses-FLU2
sub-A00060100,ses-TRT
sub-A00060169,ses-BAS1
sub-A00060170,ses-BAS1
sub-A00060184,ses-BAS1
sub-A00060185,ses-BAS1
sub-A00060252,ses-BAS1
sub-A00060259,ses-BAS1
sub-A00060264,ses-BAS1
sub-A00060264,ses-BAS2
sub-A00060279,ses-BAS1
sub-A00060280,ses-BAS1
sub-A00060280,ses-FLU1
sub-A00060280,ses-FLU2
sub-A00060280,ses-TRT
sub-A00060301,ses-BAS1
sub-A00060302,ses-BAS1
sub-A00060306,ses-BAS1
sub-A00060372,ses-BAS1
sub-A00060383,ses-BAS1
sub-A00060384,ses-BAS1
sub-A00060384,ses-FLU1
sub-A00060384,ses-FLU2
sub-A00060384,ses-TRT
sub-A00060407,ses-BAS1
sub-A00060429,ses-BAS1
sub-A00060429,ses-FLU1
sub-A00060429,ses-FLU2
sub-A00060429,ses-TRT
sub-A00060430,ses-BAS1
sub-A00060431,ses-BAS1
sub-A00060471,ses-BAS1
sub-A00060472,ses-BAS1
sub-A00060472,ses-FLU1
sub-A00060472,ses-TRT
sub-A00060480,ses-BAS1
sub-A00060493,ses-BAS1
sub-A00060493,ses-FLU1
sub-A00060493,ses-FLU2
sub-A00060493,ses-TRT
sub-A00060503,ses-BAS1
sub-A00060503,ses-FLU1
sub-A00060503,ses-FLU2
sub-A00060516,ses-BAS1
sub-A00060574,ses-BAS1
sub-A00060575,ses-BAS1
sub-A00060575,ses-BAS2
sub-A00060575,ses-FLU1
sub-A00060575,ses-FLU2
sub-A00060576,ses-BAS1
sub-A00060581,ses-BAS1
sub-A00060582,ses-BAS1
sub-A00060602,ses-BAS1
sub-A00060602,ses-BAS2
sub-A00060602,ses-FLU1
sub-A00060602,ses-FLU2
sub-A00060603,ses-BAS1
sub-A00060603,ses-FLU1
sub-A00060603,ses-FLU2
sub-A00060603,ses-TRT
sub-A00060628,ses-BAS1
sub-A00060629,ses-BAS1
sub-A00060630,ses-BAS1
sub-A00060632,ses-BAS1
sub-A00060662,ses-BAS1
sub-A00060664,ses-BAS1
sub-A00060664,ses-FLU1
sub-A00060664,ses-FLU2
sub-A00060664,ses-TRT
sub-A00060773,ses-BAS1
sub-A00060806,ses-BAS1
sub-A00060806,ses-TRT
sub-A00060846,ses-BAS1
sub-A00060846,ses-FLU1
sub-A00060846,ses-FLU2
sub-A00060846,ses-TRT
sub-A00060848,ses-BAS1
sub-A00060923,ses-BAS1
sub-A00060925,ses-BAS1
sub-A00061001,ses-BAS1
sub-A00061021,ses-BAS1
sub-A00061203,ses-BAS1
sub-A00061204,ses-BAS1
sub-A00061210,ses-BAS1
sub-A00061263,ses-BAS1
sub-A00061274,ses-BAS1
sub-A00061275,ses-BAS1
sub-A00061276,ses-BAS1
sub-A00061281,ses-BAS1
sub-A00061284,ses-BAS1
sub-A00061298,ses-BAS1
sub-A00061298,ses-FLU2
sub-A00061298,ses-TRT
sub-A00061387,ses-BAS1
sub-A00061413,ses-FLU1
sub-A00061413,ses-FLU2
sub-A00061413,ses-TRT
sub-A00061415,ses-BAS1
sub-A00061415,ses-FLU1
sub-A00061415,ses-FLU2
sub-A00061415,ses-TRT
sub-A00061483,ses-BAS1
sub-A00061485,ses-BAS1
sub-A00061597,ses-BAS1
sub-A00061598,ses-BAS1
sub-A00061600,ses-BAS1
sub-A00061634,ses-BAS1
sub-A00061647,ses-BAS1
sub-A00061656,ses-BAS1
sub-A00061656,ses-BAS2
sub-A00061656,ses-FLU1
sub-A00061656,ses-FLU2
sub-A00061666,ses-BAS1
sub-A00061709,ses-BAS1
sub-A00061711,ses-BAS1
sub-A00061714,ses-BAS1
sub-A00061714,ses-FLU1
sub-A00061714,ses-TRT
sub-A00061715,ses-BAS1
sub-A00061715,ses-FLU1
sub-A00061715,ses-TRT
sub-A00061725,ses-BAS1
sub-A00061727,ses-BAS1
sub-A00061728,ses-BAS1
sub-A00061730,ses-BAS1
sub-A00061749,ses-BAS1
sub-A00061749,ses-FLU1
sub-A00061749,ses-FLU2
sub-A00061749,ses-TRT
sub-A00061767,ses-BAS1
sub-A00061787,ses-BAS1
sub-A00061790,ses-BAS1
sub-A00061806,ses-BAS1
sub-A00061881,ses-BAS1
sub-A00061882,ses-BAS1
sub-A00061883,ses-BAS1
sub-A00061883,ses-FLU1
sub-A00061883,ses-FLU2
sub-A00061883,ses-TRT
sub-A00061923,ses-BAS1
sub-A00061962,ses-BAS1
sub-A00061962,ses-BAS2
sub-A00061962,ses-FLU1
sub-A00062009,ses-BAS1
sub-A00062009,ses-TRT
sub-A00062081,ses-BAS1
sub-A00062081,ses-FLU1
sub-A00062081,ses-FLU2
sub-A00062081,ses-TRT
sub-A00062085,ses-BAS1
sub-A00062085,ses-FLU1
sub-A00062085,ses-FLU2
sub-A00062085,ses-TRT
sub-A00062144,ses-BAS1
sub-A00062144,ses-TRT
sub-A00062146,ses-BAS1
sub-A00062146,ses-TRT
sub-A00062210,ses-BAS1
sub-A00062210,ses-BAS2
sub-A00062210,ses-FLU1
sub-A00062210,ses-FLU2
sub-A00062248,ses-BAS1
sub-A00062255,ses-BAS1
sub-A00062266,ses-BAS1
sub-A00062268,ses-BAS1
sub-A00062282,ses-BAS1
sub-A00062282,ses-BAS2
sub-A00062282,ses-FLU1
sub-A00062285,ses-BAS1
sub-A00062285,ses-BAS2
sub-A00062285,ses-FLU1
sub-A00062285,ses-FLU2
sub-A00062288,ses-BAS1
sub-A00062292,ses-BAS1
sub-A00062349,ses-FLU2
sub-A00062349,ses-TRT
sub-A00062351,ses-BAS1
sub-A00062353,ses-TRT
sub-A00062361,ses-BAS1
sub-A00062361,ses-FLU1
sub-A00062361,ses-FLU2
sub-A00062361,ses-TRT
sub-A00062368,ses-BAS1
sub-A00062369,ses-BAS1
sub-A00062369,ses-FLU1
sub-A00062369,ses-TRT
sub-A00062411,ses-BAS1
sub-A00062416,ses-BAS1
sub-A00062797,ses-BAS1
sub-A00062797,ses-FLU2
sub-A00062797,ses-TRT
sub-A00062809,ses-BAS1
sub-A00062809,ses-FLU1
sub-A00062809,ses-TRT
sub-A00062917,ses-BAS1
sub-A00062923,ses-BAS1
sub-A00062926,ses-BAS1
sub-A00062928,ses-BAS1
sub-A00062929,ses-BAS1
sub-A00062934,ses-BAS1
sub-A00062937,ses-BAS1
sub-A00062937,ses-BAS2
sub-A00062937,ses-FLU1
sub-A00062937,ses-FLU2
sub-A00062942,ses-BAS1
sub-A00062982,ses-BAS1
sub-A00062983,ses-BAS1
sub-A00062983,ses-FLU1
sub-A00062983,ses-FLU2
sub-A00062983,ses-TRT
sub-A00062989,ses-BAS1
sub-A00062989,ses-FLU2
sub-A00062989,ses-TRT
sub-A00062996,ses-BAS1
sub-A00062996,ses-TRT
sub-A00062997,ses-TRT
sub-A00063000,ses-BAS1
sub-A00063003,ses-BAS1
sub-A00063003,ses-FLU1
sub-A00063003,ses-TRT
sub-A00063006,ses-BAS1
sub-A00063006,ses-FLU1
sub-A00063006,ses-TRT
sub-A00063008,ses-BAS1
sub-A00063031,ses-BAS1
sub-A00063103,ses-BAS1
sub-A00063110,ses-BAS1
sub-A00063110,ses-BAS2
sub-A00063110,ses-FLU1
sub-A00063326,ses-BAS1
sub-A00063327,ses-BAS1
sub-A00063327,ses-FLU1
sub-A00063327,ses-FLU2
sub-A00063327,ses-TRT
sub-A00063329,ses-BAS1
sub-A00063329,ses-FLU1
sub-A00063329,ses-FLU2
sub-A00063368,ses-BAS1
sub-A00063383,ses-BAS1
sub-A00063383,ses-FLU2
sub-A00063383,ses-TRT
sub-A00063424,ses-BAS1
sub-A00063424,ses-BAS2
sub-A00063424,ses-FLU1
sub-A00063425,ses-BAS1
sub-A00063450,ses-BAS1
sub-A00063455,ses-BAS1
sub-A00063458,ses-BAS1
sub-A00063470,ses-BAS1
sub-A00063473,ses-BAS1
sub-A00063479,ses-BAS1
sub-A00063481,ses-BAS1
sub-A00063589,ses-BAS1
sub-A00064053,ses-BAS1
sub-A00064058,ses-BAS1
sub-A00064058,ses-FLU2
sub-A00064058,ses-FLU3
sub-A00064061,ses-BAS1
sub-A00064081,ses-BAS1
sub-A00064081,ses-FLU1
sub-A00064081,ses-FLU2
sub-A00064323,ses-BAS1
sub-A00064328,ses-FLU1
sub-A00064415,ses-BAS1
sub-A00064416,ses-BAS1
sub-A00064418,ses-FLU2
sub-A00064503,ses-BAS1
sub-A00064503,ses-FLU1
sub-A00064503,ses-FLU2
sub-A00064503,ses-TRT
sub-A00064505,ses-BAS1
sub-A00064505,ses-FLU1
sub-A00064505,ses-TRT
sub-A00064507,ses-BAS1
sub-A00064507,ses-FLU1
sub-A00064507,ses-FLU2
sub-A00064507,ses-TRT
sub-A00064580,ses-BAS1
sub-A00064596,ses-BAS1
sub-A00064596,ses-FLU1
sub-A00064596,ses-FLU2
sub-A00064596,ses-TRT
sub-A00064597,ses-FLU1
sub-A00065178,ses-BAS1
sub-A00065178,ses-FLU1
sub-A00065178,ses-FLU2
sub-A00065178,ses-TRT
sub-A00065185,ses-BAS1
sub-A00065185,ses-FLU2
sub-A00065197,ses-BAS1
sub-A00065250,ses-BAS1
sub-A00065250,ses-FLU1
sub-A00065250,ses-FLU2
sub-A00065250,ses-TRT
sub-A00065261,ses-BAS1
sub-A00065261,ses-FLU1
sub-A00065262,ses-BAS1
sub-A00065263,ses-BAS1
sub-A00065302,ses-BAS1
sub-A00065302,ses-FLU1
sub-A00065302,ses-FLU2
sub-A00065302,ses-FLU3
sub-A00065379,ses-BAS1
sub-A00065478,ses-BAS1
sub-A00065478,ses-FLU1
sub-A00065478,ses-FLU2
sub-A00065480,ses-BAS1
sub-A00065480,ses-FLU1
sub-A00065480,ses-FLU2
sub-A00065487,ses-BAS1
sub-A00065487,ses-BAS2
sub-A00065487,ses-FLU1
sub-A00065487,ses-FLU2
sub-A00065565,ses-BAS1
sub-A00065572,ses-BAS1
sub-A00065572,ses-FLU1
sub-A00065572,ses-FLU2
sub-A00065572,ses-FLU3
sub-A00065574,ses-BAS1
sub-A00065617,ses-BAS1
sub-A00065717,ses-BAS1
sub-A00065722,ses-BAS1
sub-A00065743,ses-BAS1
sub-A00065743,ses-FLU1
sub-A00065743,ses-FLU3
sub-A00065749,ses-BAS1
sub-A00065750,ses-BAS1
sub-A00065790,ses-BAS1
sub-A00065792,ses-BAS1
sub-A00065792,ses-FLU1
sub-A00065792,ses-TRT
sub-A00065802,ses-BAS1
sub-A00065802,ses-FLU1
sub-A00065802,ses-FLU2
sub-A00065802,ses-TRT
sub-A00065820,ses-BAS1
sub-A00065820,ses-TRT
sub-A00065865,ses-BAS1
sub-A00065873,ses-BAS1
sub-A00065934,ses-BAS1
sub-A00065935,ses-BAS1
sub-A00065935,ses-FLU1
sub-A00065935,ses-FLU2
sub-A00065935,ses-FLU3
sub-A00065941,ses-BAS1
sub-A00065941,ses-FLU1
sub-A00065941,ses-FLU2
sub-A00065962,ses-BAS1
sub-A00065962,ses-FLU2
sub-A00065962,ses-FLU3
sub-A00065974,ses-BAS1
sub-A00065974,ses-FLU1
sub-A00065974,ses-FLU2
sub-A00065975,ses-BAS1
sub-A00065975,ses-FLU1
sub-A00065975,ses-FLU2
sub-A00065975,ses-TRT
sub-A00065978,ses-BAS1
sub-A00065978,ses-FLU1
sub-A00065978,ses-FLU2
sub-A00065991,ses-BAS1
sub-A00065991,ses-FLU1
sub-A00065991,ses-FLU2
sub-A00065992,ses-FLU1
sub-A00065992,ses-FLU2
sub-A00065992,ses-TRT
sub-A00065995,ses-BAS1
sub-A00065995,ses-FLU1
sub-A00065995,ses-FLU2
sub-A00065995,ses-FLU3
sub-A00066013,ses-BAS1
sub-A00066013,ses-FLU1
sub-A00066013,ses-FLU2
sub-A00066013,ses-FLU3
sub-A00066087,ses-BAS1
sub-A00066091,ses-BAS1
sub-A00066130,ses-BAS1
sub-A00066132,ses-BAS1
sub-A00066132,ses-FLU1
sub-A00066153,ses-BAS1
sub-A00066154,ses-BAS1
sub-A00066154,ses-FLU1
sub-A00066154,ses-FLU2
sub-A00066162,ses-BAS1
sub-A00066232,ses-BAS1
sub-A00066236,ses-BAS1
sub-A00066237,ses-BAS1
sub-A00066237,ses-FLU1
sub-A00066237,ses-FLU2
sub-A00066245,ses-BAS1
sub-A00066245,ses-FLU1
sub-A00066245,ses-FLU2
sub-A00066246,ses-BAS1
sub-A00066248,ses-FLU1
sub-A00066248,ses-FLU2
sub-A00066282,ses-BAS1
sub-A00066302,ses-BAS1
sub-A00066302,ses-FLU2
sub-A00066314,ses-BAS1
sub-A00066314,ses-FLU1
sub-A00066314,ses-TRT
sub-A00066319,ses-BAS1
sub-A00066389,ses-BAS1
sub-A00066389,ses-FLU1
sub-A00066389,ses-FLU2
sub-A00066396,ses-BAS1
sub-A00066396,ses-FLU1
sub-A00066396,ses-FLU2
sub-A00066396,ses-TRT
sub-A00066419,ses-BAS1
sub-A00066460,ses-BAS1
sub-A00066460,ses-FLU1
sub-A00066460,ses-FLU2
sub-A00066534,ses-BAS1
sub-A00066534,ses-FLU2
sub-A00066534,ses-TRT
sub-A00066539,ses-BAS1
sub-A00066572,ses-BAS1
sub-A00066572,ses-FLU1
sub-A00066572,ses-FLU2
sub-A00066572,ses-TRT
sub-A00066573,ses-BAS1
sub-A00066573,ses-FLU1
sub-A00066573,ses-TRT
sub-A00066580,ses-BAS1
sub-A00066580,ses-TRT
sub-A00066581,ses-BAS1
sub-A00066581,ses-TRT
sub-A00066582,ses-BAS1
sub-A00066582,ses-TRT
sub-A00066584,ses-BAS1
sub-A00066584,ses-TRT
sub-A00066589,ses-BAS1
sub-A00066589,ses-FLU1
sub-A00066589,ses-FLU2
sub-A00066589,ses-TRT
sub-A00066697,ses-BAS1
sub-A00066697,ses-FLU1
sub-A00066697,ses-TRT
sub-A00066698,ses-BAS1
sub-A00066698,ses-FLU1
sub-A00066698,ses-TRT
sub-A00066735,ses-BAS1
sub-A00066781,ses-BAS1
sub-A00066782,ses-BAS1
sub-A00066782,ses-FLU1
sub-A00066784,ses-BAS1
sub-A00066784,ses-FLU1
sub-A00066788,ses-BAS1
sub-A00066800,ses-BAS1
sub-A00066812,ses-BAS1
sub-A00066820,ses-BAS1
sub-A00066822,ses-BAS1
sub-A00066827,ses-BAS1
sub-A00066831,ses-BAS1
sub-A00066860,ses-BAS1
sub-A00066860,ses-FLU1
sub-A00066860,ses-FLU2
sub-A00066860,ses-TRT
sub-A00066864,ses-BAS1
sub-A00066864,ses-FLU1
sub-A00066865,ses-BAS1
sub-A00066871,ses-BAS1
sub-A00066926,ses-BAS1
sub-A00067062,ses-BAS1
sub-A00067062,ses-FLU1
sub-A00067146,ses-BAS1
sub-A00067146,ses-TRT
sub-A00067174,ses-BAS1
sub-A00067174,ses-FLU1
sub-A00067174,ses-FLU2
sub-A00072203,ses-BAS1
sub-A00073230,ses-BAS1
sub-A00073230,ses-FLU1
sub-A00073230,ses-FLU2
sub-A00073283,ses-BAS1
sub-A00073296,ses-BAS1
sub-A00073303,ses-BAS1
sub-A00073303,ses-FLU1
sub-A00073303,ses-TRT
sub-A00073308,ses-BAS1
sub-A00073525,ses-BAS1
sub-A00073525,ses-FLU1
sub-A00073525,ses-FLU2
sub-A00073529,ses-BAS1
sub-A00073539,ses-BAS1
sub-A00073539,ses-FLU1
sub-A00073539,ses-FLU2
sub-A00073545,ses-BAS1
sub-A00073545,ses-FLU1
sub-A00073545,ses-FLU2
sub-A00073545,ses-TRT
sub-A00073600,ses-BAS1
sub-A00073611,ses-BAS1
sub-A00073677,ses-BAS1
sub-A00073677,ses-FLU1
sub-A00073677,ses-FLU2
sub-A00073705,ses-BAS1
sub-A00073940,ses-BAS1
sub-A00073940,ses-FLU1
sub-A00073942,ses-BAS1
sub-A00073942,ses-FLU1
sub-A00073942,ses-FLU2
sub-A00073953,ses-BAS1
sub-A00073953,ses-FLU1
sub-A00073953,ses-FLU2
sub-A00073975,ses-BAS1
sub-A00074000,ses-BAS1
sub-A00074034,ses-BAS1
sub-A00074034,ses-FLU1
sub-A00074034,ses-FLU2
sub-A00074034,ses-TRT
sub-A00074047,ses-BAS1
sub-A00074095,ses-BAS1
sub-A00074113,ses-BAS1
sub-A00074113,ses-FLU1
sub-A00074113,ses-FLU2
sub-A00074114,ses-BAS1
sub-A00074114,ses-FLU1
sub-A00074114,ses-FLU2
sub-A00074425,ses-BAS1
sub-A00074427,ses-BAS1
sub-A00074427,ses-FLU1
sub-A00074427,ses-FLU2
sub-A00074427,ses-TRT
sub-A00074439,ses-BAS1
sub-A00074439,ses-FLU1
sub-A00074439,ses-FLU2
sub-A00074447,ses-FLU1
sub-A00074447,ses-FLU2
sub-A00074447,ses-TRT
sub-A00074482,ses-BAS1
sub-A00074607,ses-BAS1
sub-A00074607,ses-FLU1
sub-A00074607,ses-FLU2
sub-A00074607,ses-TRT
sub-A00074609,ses-BAS1
sub-A00074618,ses-BAS1
sub-A00074639,ses-BAS1
sub-A00074639,ses-FLU1
sub-A00074641,ses-BAS1
sub-A00074641,ses-FLU1
sub-A00074641,ses-FLU2
sub-A00074652,ses-BAS1
sub-A00074657,ses-BAS1
sub-A00074657,ses-FLU1
sub-A00074657,ses-FLU2
sub-A00074687,ses-BAS1
sub-A00074688,ses-BAS1
sub-A00074688,ses-TRT
sub-A00074701,ses-BAS1
sub-A00074701,ses-FLU1
sub-A00074709,ses-BAS1
sub-A00074709,ses-FLU1
sub-A00074711,ses-BAS1
sub-A00074768,ses-BAS1
sub-A00074768,ses-FLU1
sub-A00074769,ses-BAS1
sub-A00074769,ses-FLU1
sub-A00074780,ses-BAS1
sub-A00074784,ses-BAS1
sub-A00074787,ses-BAS1
sub-A00074787,ses-FLU1
sub-A00074793,ses-BAS1
sub-A00074793,ses-FLU2
sub-A00074794,ses-BAS1
sub-A00074794,ses-FLU1
sub-A00074794,ses-FLU2
sub-A00074795,ses-BAS1
sub-A00074795,ses-FLU2
sub-A00074800,ses-BAS1
sub-A00074800,ses-FLU1
sub-A00074800,ses-FLU2
sub-A00074802,ses-BAS1
sub-A00074808,ses-BAS1
sub-A00074808,ses-FLU1
sub-A00074808,ses-FLU2
sub-A00074836,ses-BAS1
sub-A00074836,ses-FLU1
sub-A00074836,ses-FLU2
sub-A00074942,ses-BAS1
sub-A00074942,ses-FLU1
sub-A00074942,ses-FLU2
sub-A00074952,ses-BAS1
sub-A00074952,ses-FLU1
sub-A00074952,ses-FLU2
sub-A00074952,ses-TRT
sub-A00074953,ses-BAS1
sub-A00074953,ses-TRT
sub-A00074956,ses-BAS1
sub-A00074959,ses-BAS1
sub-A00074959,ses-FLU1
sub-A00074959,ses-FLU2
sub-A00074962,ses-BAS1
sub-A00074962,ses-FLU1
sub-A00074962,ses-FLU2
sub-A00074969,ses-BAS1
sub-A00074969,ses-FLU1
sub-A00074969,ses-FLU2
sub-A00074975,ses-BAS1
sub-A00074977,ses-BAS1
sub-A00074977,ses-FLU1
sub-A00074977,ses-FLU2
sub-A00074985,ses-BAS1
sub-A00074985,ses-FLU1
sub-A00074985,ses-FLU2
sub-A00074989,ses-BAS1
sub-A00074989,ses-FLU1
sub-A00074989,ses-FLU2
sub-A00075150,ses-BAS1
sub-A00075150,ses-TRT
sub-A00075151,ses-BAS1
sub-A00075151,ses-TRT
sub-A00075156,ses-BAS1
sub-A00075193,ses-BAS1
sub-A00075210,ses-BAS1
sub-A00075210,ses-FLU1
sub-A00075220,ses-BAS1
sub-A00075220,ses-FLU1
sub-A00075220,ses-FLU2
sub-A00075229,ses-BAS1
sub-A00075229,ses-FLU1
sub-A00075229,ses-FLU2
sub-A00075267,ses-BAS1
sub-A00075269,ses-BAS1
sub-A00075292,ses-FLU1
sub-A00075292,ses-FLU2
sub-A00075296,ses-BAS1
sub-A00075296,ses-FLU1
sub-A00075361,ses-BAS1
sub-A00075361,ses-FLU1
sub-A00075362,ses-BAS1
sub-A00075369,ses-BAS1
sub-A00075372,ses-BAS1
sub-A00075372,ses-TRT
sub-A00075377,ses-BAS1
sub-A00075407,ses-BAS1
sub-A00075407,ses-FLU1
sub-A00075407,ses-FLU2
sub-A00075412,ses-BAS1
sub-A00075432,ses-BAS1
sub-A00075651,ses-BAS1
sub-A00075653,ses-BAS1
sub-A00075653,ses-FLU1
sub-A00075653,ses-FLU2
sub-A00075657,ses-BAS1
sub-A00075660,ses-BAS1
sub-A00075674,ses-BAS1
sub-A00075678,ses-BAS1
sub-A00075678,ses-FLU1
sub-A00075721,ses-BAS1
sub-A00075729,ses-BAS1
sub-A00075729,ses-FLU1
sub-A00075729,ses-TRT
sub-A00075732,ses-BAS1
sub-A00075732,ses-FLU1
sub-A00075732,ses-FLU2
sub-A00075732,ses-TRT
sub-A00075735,ses-BAS1
sub-A00075735,ses-FLU1
sub-A00075735,ses-FLU2
sub-A00075737,ses-BAS1
sub-A00075737,ses-FLU1
sub-A00075737,ses-TRT
sub-A00075738,ses-BAS1
sub-A00075738,ses-FLU1
sub-A00075738,ses-TRT
sub-A00075740,ses-BAS1
sub-A00075740,ses-FLU1
sub-A00075741,ses-BAS1
sub-A00075741,ses-FLU1
sub-A00075744,ses-BAS1
sub-A00075745,ses-BAS1
sub-A00075746,ses-BAS1
sub-A00075757,ses-BAS1
sub-A00075757,ses-FLU1
sub-A00075757,ses-FLU2
sub-A00075806,ses-BAS1
