sub_id,ses_id
sub-A00075806,ses-FLU1
sub-A00075895,ses-BAS1
sub-A00075895,ses-FLU1
sub-A00075895,ses-FLU2
sub-A00075896,ses-BAS1
sub-A00075898,ses-BAS1
sub-A00075898,ses-FLU1
sub-A00075898,ses-FLU2
sub-A00075964,ses-BAS1
sub-A00076380,ses-BAS1
sub-A00076380,ses-FLU2
sub-A00076381,ses-BAS1
sub-A00076381,ses-FLU1
sub-A00076381,ses-FLU2
sub-A00076546,ses-BAS1
sub-A00076546,ses-FLU1
sub-A00076546,ses-FLU2
sub-A00076559,ses-BAS1
sub-A00076559,ses-FLU1
sub-A00076559,ses-FLU2
sub-A00076568,ses-BAS1
sub-A00076568,ses-TRT
sub-A00076574,ses-BAS1
sub-A00076574,ses-FLU1
sub-A00076574,ses-FLU2
sub-A00076574,ses-TRT
sub-A00076586,ses-BAS1
sub-A00076586,ses-FLU1
sub-A00076594,ses-BAS1
sub-A00076594,ses-FLU1
sub-A00076594,ses-FLU2
sub-A00076595,ses-BAS1
sub-A00076595,ses-FLU1
sub-A00076595,ses-FLU2
sub-A00076595,ses-TRT
sub-A00076600,ses-BAS1
sub-A00076600,ses-FLU1
sub-A00076744,ses-BAS1
sub-A00076746,ses-BAS1
sub-A00076746,ses-FLU1
sub-A00076746,ses-FLU2
sub-A00076751,ses-BAS1
sub-A00076751,ses-FLU1
sub-A00076751,ses-FLU2
sub-A00076755,ses-BAS1
sub-A00076755,ses-FLU1
sub-A00076755,ses-FLU2
sub-A00076755,ses-TRT
sub-A00076757,ses-BAS1
sub-A00076759,ses-BAS1
sub-A00076759,ses-FLU1
sub-A00076759,ses-FLU2
sub-A00076759,ses-TRT
sub-A00076764,ses-BAS1
sub-A00076764,ses-FLU1
sub-A00076775,ses-BAS1
sub-A00076775,ses-FLU1
sub-A00076775,ses-FLU2
sub-A00076798,ses-BAS1
sub-A00076863,ses-BAS1
sub-A00076941,ses-BAS1
sub-A00076941,ses-FLU1
sub-A00076941,ses-TRT
sub-A00077088,ses-BAS1
sub-A00077088,ses-FLU1
sub-A00077088,ses-FLU2
sub-A00077091,ses-BAS1
sub-A00077091,ses-FLU1
sub-A00077091,ses-FLU2
sub-A00077095,ses-BAS1
sub-A00077099,ses-BAS1
sub-A00077099,ses-FLU1
sub-A00077099,ses-FLU2
sub-A00077109,ses-BAS1
sub-A00077111,ses-BAS1
sub-A00077134,ses-BAS1
sub-A00077134,ses-FLU1
sub-A00077134,ses-FLU2
sub-A00077144,ses-BAS1
sub-A00077181,ses-BAS1
sub-A00077181,ses-FLU2
sub-A00077182,ses-BAS1
sub-A00077183,ses-BAS1
sub-A00077184,ses-BAS1
sub-A00077184,ses-FLU2
sub-A00077188,ses-BAS1
sub-A00077188,ses-FLU2
sub-A00077192,ses-BAS1
sub-A00077199,ses-BAS1
sub-A00077201,ses-BAS1
sub-A00077201,ses-FLU1
sub-A00077201,ses-TRT
sub-A00077203,ses-BAS1
sub-A00077203,ses-FLU1
sub-A00077203,ses-FLU2
sub-A00077203,ses-TRT
sub-A00077204,ses-BAS1
sub-A00077213,ses-BAS1
sub-A00077213,ses-FLU1
sub-A00077252,ses-BAS1
sub-A00077252,ses-FLU1
sub-A00077252,ses-FLU2
sub-A00077304,ses-BAS1
sub-A00077304,ses-FLU1
sub-A00077304,ses-FLU2
sub-A00077311,ses-BAS1
sub-A00077311,ses-FLU1
sub-A00077311,ses-FLU2
sub-A00077391,ses-BAS1
sub-A00077391,ses-FLU1
sub-A00077395,ses-BAS1
sub-A00077397,ses-BAS1
sub-A00077397,ses-FLU1
sub-A00077397,ses-FLU2
sub-A00077412,ses-BAS1
sub-A00077412,ses-FLU1
sub-A00077412,ses-FLU2
sub-A00077412,ses-TRT
sub-A00077413,ses-BAS1
sub-A00077413,ses-FLU1
sub-A00077413,ses-FLU2
sub-A00077453,ses-BAS1
sub-A00077453,ses-FLU1
sub-A00077453,ses-FLU2
sub-A00077453,ses-TRT
sub-A00077528,ses-BAS1
sub-A00077528,ses-FLU1
sub-A00077528,ses-FLU2
sub-A00077556,ses-BAS1
sub-A00077556,ses-FLU1
sub-A00077556,ses-FLU2
sub-A00077573,ses-BAS1
sub-A00077573,ses-FLU1
sub-A00077574,ses-BAS1
sub-A00077574,ses-FLU1
sub-A00077574,ses-TRT
sub-A00077577,ses-BAS1
sub-A00077577,ses-TRT
sub-A00077585,ses-BAS1
sub-A00077585,ses-FLU1
sub-A00077585,ses-FLU2
sub-A00077622,ses-BAS1
sub-A00077637,ses-BAS1
sub-A00077638,ses-TRT
sub-A00077668,ses-BAS1
sub-A00077668,ses-FLU1
sub-A00077668,ses-FLU2
sub-A00077668,ses-TRT
sub-A00077733,ses-BAS1
sub-A00077734,ses-BAS1
sub-A00077753,ses-BAS1
sub-A00077753,ses-FLU1
sub-A00077753,ses-FLU2
sub-A00077755,ses-BAS1
sub-A00077755,ses-TRT
sub-A00077758,ses-BAS1
sub-A00078238,ses-BAS1
sub-A00078239,ses-FLU1
sub-A00078239,ses-FLU2
sub-A00078262,ses-BAS1
sub-A00078262,ses-FLU1
sub-A00078262,ses-FLU2
sub-A00078823,ses-BAS1
sub-A00079292,ses-BAS1
sub-A00079292,ses-FLU1
sub-A00079301,ses-BAS1
sub-A00079301,ses-FLU1
sub-A00079302,ses-BAS1
sub-A00079302,ses-FLU1
sub-A00079334,ses-BAS1
sub-A00079337,ses-BAS1
sub-A00079337,ses-TRT
sub-A00079353,ses-BAS1
sub-A00079422,ses-BAS1
sub-A00079702,ses-BAS1
sub-A00079710,ses-BAS1
sub-A00079724,ses-BAS1
sub-A00079724,ses-FLU1
sub-A00079724,ses-FLU2
sub-A00079730,ses-BAS1
sub-A00079730,ses-FLU1
sub-A00079730,ses-FLU2
sub-A00079747,ses-BAS1
sub-A00079775,ses-BAS1
sub-A00079775,ses-BAS2
sub-A00079775,ses-FLU1
sub-A00079776,ses-BAS1
sub-A00079776,ses-FLU1
sub-A00079776,ses-FLU2
sub-A00079776,ses-TRT
sub-A00079777,ses-BAS1
sub-A00079818,ses-BAS1
sub-A00079818,ses-TRT
sub-A00079850,ses-BAS1
sub-A00079850,ses-FLU1
sub-A00079850,ses-FLU2
sub-A00079907,ses-BAS1
sub-A00079931,ses-BAS1
sub-A00079977,ses-BAS1
sub-A00079977,ses-FLU1
sub-A00079977,ses-FLU2
sub-A00080052,ses-BAS1
sub-A00080052,ses-FLU1
sub-A00080052,ses-FLU2
sub-A00080327,ses-BAS1
sub-A00080327,ses-FLU1
sub-A00080428,ses-BAS1
sub-A00080428,ses-FLU1
sub-A00080447,ses-BAS1
sub-A00080452,ses-BAS1
sub-A00080453,ses-BAS1
sub-A00080535,ses-BAS1
sub-A00080811,ses-BAS1
sub-A00080811,ses-FLU1
sub-A00080818,ses-BAS1
sub-A00080818,ses-FLU1
sub-A00080818,ses-FLU2
sub-A00080818,ses-TRT
sub-A00080819,ses-BAS1
sub-A00080819,ses-FLU1
sub-A00080819,ses-FLU2
sub-A00080901,ses-BAS1
sub-A00080901,ses-FLU1
sub-A00080901,ses-FLU2
sub-A00080932,ses-BAS1
sub-A00080932,ses-FLU1
sub-A00080932,ses-FLU2
sub-A00080942,ses-BAS1
sub-A00081064,ses-FLU1
sub-A00081064,ses-FLU2
sub-A00081064,ses-TRT
sub-A00081065,ses-BAS1
sub-A00081065,ses-FLU1
sub-A00081065,ses-FLU2
sub-A00081065,ses-TRT
sub-A00081071,ses-BAS1
sub-A00081071,ses-FLU1
sub-A00081071,ses-FLU2
sub-A00081090,ses-BAS1
sub-A00081090,ses-FLU1
sub-A00081090,ses-FLU2
sub-A00081090,ses-TRT
sub-A00081098,ses-BAS1
sub-A00081098,ses-FLU1
sub-A00081098,ses-FLU2
sub-A00081103,ses-BAS1
sub-A00081103,ses-FLU1
sub-A00081105,ses-BAS1
sub-A00081105,ses-FLU1
sub-A00081112,ses-BAS1
sub-A00081114,ses-BAS1
sub-A00081114,ses-FLU1
sub-A00081123,ses-BAS1
sub-A00081123,ses-FLU1
sub-A00081126,ses-BAS1
sub-A00081126,ses-FLU1
sub-A00081126,ses-TRT
sub-A00081132,ses-BAS1
sub-A00081142,ses-BAS1
sub-A00081142,ses-FLU1
sub-A00081142,ses-FLU2
sub-A00081149,ses-BAS1
sub-A00081149,ses-FLU1
sub-A00081175,ses-BAS1
sub-A00081175,ses-FLU1
sub-A00081175,ses-FLU2
sub-A00081185,ses-BAS1
sub-A00081185,ses-FLU1
sub-A00081239,ses-BAS1
sub-A00081243,ses-BAS1
sub-A00081243,ses-FLU1
sub-A00081253,ses-BAS1
sub-A00081253,ses-FLU1
sub-A00081385,ses-FLU1
sub-A00081385,ses-FLU2
sub-A00081385,ses-TRT
sub-A00081392,ses-BAS1
sub-A00081394,ses-BAS1
sub-A00081402,ses-BAS1
sub-A00081402,ses-FLU1
sub-A00081476,ses-BAS1
sub-A00081476,ses-FLU1
sub-A00081476,ses-TRT
sub-A00081479,ses-BAS1
sub-A00081479,ses-FLU1
sub-A00081517,ses-BAS1
sub-A00081517,ses-FLU1
sub-A00081518,ses-BAS1
sub-A00081518,ses-FLU1
sub-A00081518,ses-TRT
sub-A00081519,ses-BAS1
sub-A00081543,ses-BAS1
sub-A00081544,ses-BAS1
sub-A00081552,ses-BAS1
sub-A00081552,ses-FLU1
sub-A00081616,ses-BAS1
sub-A00081616,ses-FLU1
sub-A00081719,ses-BAS1
sub-A00081719,ses-FLU1
sub-A00081721,ses-BAS1
sub-A00081721,ses-FLU1
sub-A00081724,ses-BAS1
sub-A00081724,ses-FLU1
sub-A00081725,ses-BAS1
sub-A00081725,ses-FLU1
sub-A00081727,ses-BAS1
sub-A00081727,ses-FLU1
sub-A00081727,ses-FLU2
sub-A00081727,ses-TRT
sub-A00081729,ses-BAS1
sub-A00081729,ses-FLU1
sub-A00081734,ses-BAS1
sub-A00081734,ses-FLU1
sub-A00081735,ses-BAS1
sub-A00081735,ses-FLU1
sub-A00081777,ses-BAS1
sub-A00081780,ses-BAS1
sub-A00081780,ses-FLU1
sub-A00081785,ses-BAS1
sub-A00081785,ses-FLU1
sub-A00081794,ses-BAS1
sub-A00081794,ses-FLU1
sub-A00081805,ses-BAS1
sub-A00081842,ses-BAS1
sub-A00081842,ses-FLU1
sub-A00081846,ses-BAS1
sub-A00081846,ses-FLU1
sub-A00081854,ses-BAS1
sub-A00081854,ses-FLU1
sub-A00081901,ses-BAS1
sub-A00081938,ses-BAS1
sub-A00081962,ses-BAS1
sub-A00081963,ses-BAS1
sub-A00081963,ses-FLU1
sub-A00082215,ses-BAS1
sub-A00082215,ses-FLU1
sub-A00082216,ses-BAS1
sub-A00082216,ses-FLU1
sub-A00082217,ses-BAS1
sub-A00082217,ses-FLU1
sub-A00082217,ses-TRT
sub-A00082442,ses-BAS1
sub-A00082524,ses-BAS1
sub-A00082524,ses-FLU1
sub-A00082528,ses-BAS1
sub-A00082528,ses-FLU1
sub-A00082529,ses-BAS1
sub-A00082529,ses-FLU1
sub-A00082532,ses-BAS1
sub-A00082554,ses-BAS1
sub-A00082556,ses-BAS1
sub-A00082556,ses-FLU1
sub-A00082563,ses-BAS1
sub-A00082580,ses-BAS1
sub-A00082580,ses-FLU1
sub-A00082590,ses-BAS1
sub-A00082590,ses-FLU1
sub-A00082619,ses-BAS1
sub-A00082619,ses-FLU1
sub-A00082635,ses-BAS1
sub-A00082662,ses-BAS1
sub-A00082665,ses-FLU1
sub-A00082666,ses-BAS1
sub-A00082666,ses-FLU1
sub-A00082672,ses-BAS1
sub-A00082672,ses-FLU1
sub-A00082734,ses-BAS1
sub-A00082781,ses-BAS1
sub-A00082781,ses-FLU1
sub-A00082804,ses-BAS1
sub-A00082804,ses-FLU1
sub-A00082805,ses-BAS1
sub-A00082805,ses-FLU1
sub-A00082805,ses-TRT
sub-A00082807,ses-BAS1
sub-A00082807,ses-FLU1
sub-A00082808,ses-BAS1
sub-A00082808,ses-FLU1
sub-A00082808,ses-TRT
sub-A00082942,ses-BAS1
sub-A00082943,ses-BAS1
sub-A00082943,ses-FLU1
sub-A00082943,ses-TRT
sub-A00082945,ses-BAS1
sub-A00082945,ses-FLU1
sub-A00082945,ses-TRT
sub-A00082969,ses-BAS1
sub-A00082969,ses-FLU1
sub-A00082972,ses-FLU1
sub-A00082987,ses-BAS1
sub-A00082987,ses-FLU1
sub-A00082987,ses-TRT
sub-A00083109,ses-BAS1
sub-A00083109,ses-FLU1
sub-A00083138,ses-BAS1
sub-A00083138,ses-FLU1
sub-A00083142,ses-BAS1
sub-A00083142,ses-FLU1
sub-A00083162,ses-BAS1
sub-A00083162,ses-FLU1
sub-A00083169,ses-BAS1
sub-A00083169,ses-FLU1
sub-A00083171,ses-BAS1
sub-A00083207,ses-BAS1
sub-A00083207,ses-FLU1
sub-A00083208,ses-BAS1
sub-A00083208,ses-FLU1
sub-A00083389,ses-BAS1
sub-A00083389,ses-FLU1
sub-A00083419,ses-BAS1
sub-A00083419,ses-FLU1
sub-A00083574,ses-BAS1
sub-A00083631,ses-BAS1
sub-A00083631,ses-FLU1
sub-A00083687,ses-BAS1
sub-A00083687,ses-FLU1
sub-A00083730,ses-BAS1
sub-A00083731,ses-BAS1
sub-A00083731,ses-FLU1
sub-A00083732,ses-BAS1
sub-A00083732,ses-FLU1
sub-A00083744,ses-BAS1
sub-A00083744,ses-FLU1
sub-A00083744,ses-TRT
sub-A00083745,ses-BAS1
sub-A00083745,ses-FLU1
sub-A00083745,ses-TRT
sub-A00083847,ses-BAS1
sub-A00083847,ses-FLU1
sub-A00083923,ses-BAS1
sub-A00083949,ses-BAS1
sub-A00083949,ses-FLU1
sub-A00083950,ses-BAS1
sub-A00083950,ses-FLU1
sub-A00083951,ses-BAS1
sub-A00083951,ses-FLU1
sub-A00083952,ses-BAS1
sub-A00083963,ses-BAS1
sub-A00083963,ses-FLU1
sub-A00083967,ses-BAS1
sub-A00083982,ses-BAS1
sub-A00083982,ses-FLU1
sub-A00083983,ses-BAS1
sub-A00083983,ses-FLU1
sub-A00084119,ses-BAS1
sub-A00084901,ses-BAS1
sub-A00084901,ses-FLU1
sub-A00084921,ses-BAS1
sub-A00084956,ses-BAS1
sub-A00084956,ses-FLU1
sub-A00085001,ses-BAS1
sub-A00085001,ses-FLU1
sub-A00085003,ses-BAS1
sub-A00085003,ses-FLU1
sub-A00085052,ses-BAS1
sub-A00085057,ses-BAS1
sub-A00085066,ses-BAS1
sub-A00085066,ses-FLU1
sub-A00085095,ses-BAS1
sub-A00085290,ses-BAS1
sub-A00085290,ses-FLU1
sub-A00085297,ses-BAS1
sub-A00085297,ses-FLU1
sub-A00085298,ses-BAS1
sub-A00085298,ses-FLU1
sub-A00085298,ses-TRT
sub-A00085391,ses-BAS1
sub-A00085406,ses-BAS1
sub-A00085665,ses-BAS1
sub-A00085665,ses-FLU1
sub-A00085680,ses-BAS1
sub-A00085743,ses-BAS1
sub-A00085743,ses-FLU1
sub-A00085795,ses-BAS1
sub-A00085795,ses-FLU1
sub-A00085795,ses-TRT
sub-A00085796,ses-BAS1
sub-A00085796,ses-FLU1
sub-A00085797,ses-BAS1
sub-A00085797,ses-FLU1
sub-A00085828,ses-BAS1
sub-A00085828,ses-FLU1
sub-A00085864,ses-BAS1
sub-A00085866,ses-FLU1
sub-A00085906,ses-BAS1
sub-A00085906,ses-FLU1
sub-A00085907,ses-BAS1
sub-A00085907,ses-FLU1
sub-A00085927,ses-BAS1
sub-A00085927,ses-FLU1
sub-A00085942,ses-BAS1
sub-A00085942,ses-FLU1
sub-A00085942,ses-TRT
sub-A00085951,ses-BAS1
sub-A00085951,ses-FLU1
sub-A00086169,ses-BAS1
sub-A00086169,ses-FLU1
sub-A00086238,ses-BAS1
sub-A00086259,ses-BAS1
sub-A00086259,ses-FLU1
sub-A00086467,ses-BAS1
sub-A00086467,ses-TRT
sub-A00086474,ses-BAS1
sub-A00086474,ses-FLU1
sub-A00086551,ses-BAS1
sub-A00086551,ses-FLU1
sub-A00086748,ses-BAS1
